k,silhouette,davies_bouldin,fit_s
2,0.6755881584404437,0.7127026204209232,0.05373496699996849
3,0.4325065146364735,0.8933108072132376,0.07546716199999537
4,0.2891612956282412,1.2187614790660066,0.08322592800004713
5,0.29198557786695933,1.121995423357467,0.10265478999997413
6,0.2904239900205279,1.189589022235553,0.15272293300000683
7,0.2948992095869782,1.0069688777602048,0.12622987899999316
8,0.28008723246692785,1.0516103384538649,0.17378357500001584
